calibr_id,rfm_id,smile,canonical_ikey,name,source,source_id,status,reframedb_url
CBR-001-841-469-2,RFM-012-353-5,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,JUZNIMUFDBIJCM,Ertapenem,MedKoo Biosciences,317782,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JUZNIMUFDBIJCM;qid=Q27127056"")"
CBR-001-841-836-5,RFM-001-533-8,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,LDEKQSIMHVQZJK,Tenofovir alafenamide,"Ark Pharm, Inc",AK109983,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/LDEKQSIMHVQZJK;qid=Q27162916"")"
CBR-001-597-526-5,,N#Cc1cc(Cl)cc(Oc2c(C(F)(F)F)ccn(Cc3n[nH]c4ccccc34)c2=O)c1,MHFWLMIUMATRAU,,Calibr Synthesis,ame-g49-158,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MHFWLMIUMATRAU;qid=nan"")"
CBR-001-599-572-9,RFM-007-502-5,N=C(NC(=O)c1nc(Cl)c(N)nc1N)NC1CCN(C(=O)c2ccc(C(=O)N3CCC(NC(=N)NC(=O)c4nc(Cl)c(N)nc4N)CC3)cc2)CC1,KSZMDGIOBUNPFV,NVP-QBE170,Chempartner,SP-17713-056,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KSZMDGIOBUNPFV;qid=nan"")"
CBR-001-572-013-5,RFM-000-945-0,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(O)cc1,BHELIUBJHYAEDK,Aspoxicillin,TripleBond Corporation,CA0187,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BHELIUBJHYAEDK;qid=Q27114235"")"
CBR-001-840-172-4,RFM-007-586-5,CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1,OJICYBSWSZGRFB,Q203 from Novartis/NITD,MedChem Express,G0079,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OJICYBSWSZGRFB;qid=Q27261307"")"
CBR-001-547-704-0,,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,NDCUAPJVLWFHHB,Avibactam Sodium,MedChem Express,HY-14879A,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/NDCUAPJVLWFHHB;qid=Q110402651"")"
CBR-001-583-628-9,,CCCCCCN(CCOc1ccc(CCCCNC(=N)NC(=O)c2nc(Cl)c(N)nc2N)cc1)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,HBZAZSCNDMDWEU,GS-5737; VX-371; P-1037,Calibr Synthesis,MK-269-52,not plated but available for one-off testing,"=HYPERLINK(""https://reframedb.org//compound_data/HBZAZSCNDMDWEU;qid=nan"")"
CBR-001-549-513-3,,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,BLSQLHNBWJLIBQ,Terconazole,Sigma-Aldrich,SMB00286,plated but not available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BLSQLHNBWJLIBQ;qid=Q27156516"")"
CBR-050-190-570-0,RFM-008-654-4,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,APKFDSVGJQXUKY,Amphotericin B,Target Molecule Corp.,T1067,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/APKFDSVGJQXUKY;qid=Q105096557"")"
CBR-050-299-848-3,RFM-000-829-7,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,ARFHIAQFJWUCFH,Nifurtimox,Sigma-Aldrich,N3415,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ARFHIAQFJWUCFH;qid=Q411582"")"
CBR-001-571-604-8,RFM-000-589-0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,MQLRYUCJDNBWMV,Cefetamet sodium,Astatech,37106,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MQLRYUCJDNBWMV;qid=Q1083757"")"
CBR-001-845-536-2,RFM-000-571-0,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,MIWWSGDADVMLTG,fexinidazole,AA Blocks,AA00ECAW,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MIWWSGDADVMLTG;qid=Q5446115"")"
CBR-001-550-187-8,,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,NNULBSISHYWZJU,,Calibr Synthesis,liu-G0038-113,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NNULBSISHYWZJU;qid=Q27124328"")"
CBR-050-131-330-0,RFM-012-911-3,Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(=O)NCC(F)(F)F,MLBZKOGAMRTSKP,Fluralaner,MedChem Express,HY-16973,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MLBZKOGAMRTSKP;qid=Q18326579"")"
CBR-001-570-925-8,,O=C1C=CCC(CCc2ccccc2)O1,YVZAZJSAVXOOSK,,WuXi,CIBR-20150826-2,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YVZAZJSAVXOOSK;qid=Q82673559"")"
CBR-001-570-926-9,,O=C1CCC(N2C=Nc3ccccc3C2)C(=O)N1,GDOIZNGKHQRCCX,,WuXi,CIBR-20150826-4,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GDOIZNGKHQRCCX;qid=nan"")"
CBR-001-570-927-0,,Cc1ccc(-n2c(-c3cccs3)nc3ccc(OCCCCCC(=O)O)cc32)cc1,UURYBBLKQRCVQJ,,WuXi,CIBR-20150826-3,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/UURYBBLKQRCVQJ;qid=nan"")"
CBR-001-570-928-1,,Cn1cc(Br)c(-c2cccc(NC(=O)C(=O)Nc3cccc(O)c3)c2)n1,ZWNVTOFIFFJZJS,,WuXi,CIBR-20150826-1,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZWNVTOFIFFJZJS;qid=nan"")"
CBR-001-570-929-2,,NC(=O)CCC(C(=O)O)N1C(=O)c2cccc(N)c2C1=O,XSKMMEVRGHPMSJ,,WuXi,CIBR-20150826-6,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XSKMMEVRGHPMSJ;qid=Q27253124"")"
CBR-001-570-930-5,,O=S1(=O)CC(S(=O)(=O)c2ccccc2)c2c(OCc3cccnc3)cccc21,RASQDPGPVPJOFA,,WuXi,CIBR-20150826-5,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/RASQDPGPVPJOFA;qid=nan"")"
CBR-001-841-985-7,RFM-007-931-2,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,ZIAOVIPSKUPPQW,,Piramal,Dor-9g,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZIAOVIPSKUPPQW;qid=Q6885419"")"
CBR-001-570-982-7,RFM-000-014-6,CCOc1ccc(/N=N/c2ccc(N)cc2N)cc1,GAWOVNGQYQVFLI,ETHOXAZENE,Acros Organics,40968,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GAWOVNGQYQVFLI;qid=Q27290563"")"
CBR-001-570-987-2,RFM-000-019-1,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,BELBBZDIHDAJOR,PHENOLSULFONPHTHALEIN,Acros Organics,15143,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BELBBZDIHDAJOR;qid=Q418719"")"
CBR-001-844-325-9,RFM-000-013-5,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,SRVJKTDHMYAMHA,THIACETAZONE,Vitas-M,STL503688,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/SRVJKTDHMYAMHA;qid=Q7784646"")"
CBR-001-570-978-1,RFM-000-010-2,CCC(C)C(N)C1=NC(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,CLKOFPXJLQSYAH,BACITRACIN,Acros Organics,22610,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CLKOFPXJLQSYAH;qid=Q104963548"")"
CBR-001-846-695-0,RFM-000-063-5,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,MXXWOMGUGJBKIW,"Piperine; (2E,4E)-5-(1,3-dioxaindan-5-yl)-1-(piperidin-1-yl)penta-2,4-dien-1-one",Enamine,EN300-20100,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MXXWOMGUGJBKIW;qid=Q105174668"")"
CBR-050-297-605-8,RFM-000-053-3,OCC(O)C(O)C(O)CO,HEBKCHPVOIAQTA,Xylitol,ChemSpace,HY-N3686,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HEBKCHPVOIAQTA;qid=Q27103054"")"
CBR-001-571-087-9,RFM-000-119-4,O=S(=O)(O)CCCS(=O)(=O)O,MGNVWUDMMXZUDI,Eprodisate sodium,Alfa Aesar,B20092,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MGNVWUDMMXZUDI;qid=Q27265336"")"
CBR-001-571-132-7,RFM-000-164-9,CC(C)(O)C(Cl)(Cl)Cl,OSASVXMJTNOKOY,CHLORBUTANOL,Alfa Aesar,A10181,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OSASVXMJTNOKOY;qid=Q1047468"")"
CBR-001-571-138-3,RFM-000-170-7,O=C(O)CC(S)C(=O)O,NJRXVEJTAYWCQJ,,Alfa Aesar,B23301,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NJRXVEJTAYWCQJ;qid=Q27117960"")"
CBR-001-570-976-9,RFM-000-008-8,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,OVBPIULPVIDEAO,,Alfa Aesar,A14300,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OVBPIULPVIDEAO;qid=Q110077825"")"
CBR-001-571-020-0,RFM-000-052-2,C=C(F)c1sc(CNCCCNc2cc(=O)c3ccccc3[nH]2)c(C)c1Br,BGJMKHPWCFXMOW,bederocin,Axon Medchem,1704,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BGJMKHPWCFXMOW;qid=Q27294730"")"
CBR-001-571-155-4,RFM-000-187-6,CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1,NFTMKHWBOINJGM,SAR-260093,Axon Medchem,2092,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NFTMKHWBOINJGM;qid=Q27274408"")"
CBR-001-571-065-3,RFM-000-097-5,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,DRZXDZYWZSKFDL,SSR 69071,Axon Medchem,1269,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DRZXDZYWZSKFDL;qid=Q27164996"")"
CBR-001-571-045-9,RFM-000-077-1,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,GZKLJWGUPQBVJQ,sertindole,Axon Medchem,1141,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GZKLJWGUPQBVJQ;qid=Q418050"")"
CBR-001-597-347-4,RFM-007-170-5;RFM-004-106-5;RFM-000-111-6,N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1,XCPPIJCBCWUBNT,Bentamapimod,AK Scientific,SYN1147,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XCPPIJCBCWUBNT;qid=Q27290300"")"
CBR-001-571-748-3,RFM-000-733-0;RFM-000-157-0,CN(C)CCNC(=O)COc1c2cccc1Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)C2,CQVAQQNDZCZBSU,KM-0118,Axon Medchem,2332,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CQVAQQNDZCZBSU;qid=Q27270636"")"
CBR-001-574-813-7,RFM-003-607-7;RFM-000-073-7,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,MWULMTACIBZPGN,GW-803430,Tocris,4242,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MWULMTACIBZPGN;qid=Q5514866"")"
CBR-001-849-092-1,RFM-000-099-7,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,KFHYZKCRXNRKRC,ABT-239,"Ambeed, Inc.",A663348,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KFHYZKCRXNRKRC;qid=Q4650421"")"
CBR-001-571-040-4,RFM-000-072-6,CCNC(=O)[C@H]1C[C@@](F)(c2ccc(CN3CCCC3)c(F)c2)C1,SXMBKHYDZOCBMT,PF-3654746,Axon Medchem,1458,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/SXMBKHYDZOCBMT;qid=Q7119047"")"
CBR-001-571-048-2,RFM-000-080-6,CC(=O)N(C)C1(c2ccccc2)CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,DZOJBGLFWINFBF,Osanetant,Axon Medchem,1533,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DZOJBGLFWINFBF;qid=Q7105703"")"
CBR-001-572-332-7,RFM-001-263-5;RFM-000-060-2,Cc1cc(=O)oc2cc(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)ccc12,JRHNIQQUVJOPQC,Odiparcil,Axon Medchem,1536,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JRHNIQQUVJOPQC;qid=Q27278001"")"
CBR-001-571-013-1,RFM-000-045-3,CC(C)(C)c1cc(CN2CCN(CC(O)c3ccc(Cl)cc3)CC2)cc(C(C)(C)C)c1O,ZGSFWANJADAZQC,AM 36,Axon Medchem,1113,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/ZGSFWANJADAZQC;qid=Q27236412"")"
CBR-001-571-068-6,RFM-000-100-3,CC(=O)N1CCN(NC(=O)c2ccc(F)cc2)CC1,XTOKQKWTUYYVAO,FK-960,Axon Medchem,1607,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XTOKQKWTUYYVAO;qid=Q27263238"")"
CBR-001-571-030-2,RFM-000-062-4,O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1,UXWBIYCPUVWKHP,Sunepitron hydrochloride,Axon Medchem,1519,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/UXWBIYCPUVWKHP;qid=Q76084535"")"
CBR-001-571-091-5,RFM-000-123-0,CCOC(=O)[C@H](CCc1ccccc1)CC1(C(=O)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1,XMQODGUTLZXUGZ,Daglutril,Axon Medchem,1918,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XMQODGUTLZXUGZ;qid=Q27076974"")"
CBR-001-571-009-5,RFM-000-041-9,CN1CCC(c2cn(C)c3ccc(OS(=O)(=O)c4c(F)cccc4F)cc23)CC1,LYHNZWIPSZUYDT,LY-483518,Axon Medchem,1927,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/LYHNZWIPSZUYDT;qid=Q27272033"")"
CBR-001-572-257-3,RFM-000-025-9;RFM-001-189-2,Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C,RUOLFWZIFNQQGH,fedovapagon,Axon Medchem,2146,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/RUOLFWZIFNQQGH;qid=Q27292062"")"
CBR-001-571-056-2,RFM-000-088-4,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1,HIUPRQPBWVEQJJ,pagoclone,Axon Medchem,1594,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HIUPRQPBWVEQJJ;qid=Q7124393"")"
CBR-001-571-097-1,RFM-000-129-6,O=c1[nH]c2cc(-n3ccnc3)c([N+](=O)[O-])cc2[nH]c1=O,GBWIZNYOJITVFI,YM-90K,Axon Medchem,1312,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GBWIZNYOJITVFI;qid=nan"")"
CBR-001-571-158-7,RFM-000-190-1,CN(C)CC#CCCC(=O)C(O)(c1ccccc1)C1CCC1,BCOZTAXOTDBLEA,MDL 201012,Axon Medchem,1679,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/BCOZTAXOTDBLEA;qid=nan"")"
CBR-001-571-054-0,RFM-000-086-2,CCCNCCOc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1F,YZHJISPIBWKWGY,CP-615003,Axon Medchem,1604,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YZHJISPIBWKWGY;qid=Q5013579"")"
CBR-001-571-046-0,RFM-000-078-2,O=C(N[C@@H](c1ccccc1)[C@@H]1CCCCN1)c1cccc(C(F)(F)F)c1Cl,MEZRZVWPLXVLSO,SSR-504734,Axon Medchem,1549,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/MEZRZVWPLXVLSO;qid=Q81984415"")"
CBR-001-571-053-9,RFM-000-085-1,Cn1c2ccc(F)cc2c2c(C(=O)N3CCCC3)cn(-c3ccccc3)c(=O)c21,QQWHWWDIFGNCLV,SL-65.1498,Axon Medchem,1195,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/QQWHWWDIFGNCLV;qid=Q7390716"")"
CBR-001-571-103-2,RFM-000-135-4,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,NFFXEUUOMTXWCX,MK-767,Axon Medchem,1567,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NFFXEUUOMTXWCX;qid=Q27086690"")"
CBR-001-571-102-1,RFM-000-134-3,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCCC3)ncnc21,JAKAFSGZUXCHLF,SDZ-WAG-994,Axon Medchem,1265,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JAKAFSGZUXCHLF;qid=Q27163454"")"
CBR-001-571-156-5,RFM-000-188-7,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,NMRWDFUZLLQSBN,INT-131,Axon Medchem,2019,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NMRWDFUZLLQSBN;qid=Q27276976"")"
CBR-001-571-066-4,RFM-000-098-6,CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(C(=O)c3ccc(Cl)cc3Cl)oc2c1,YPFLFUJKZDAXRA,Lirimilast,Axon Medchem,1178,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/YPFLFUJKZDAXRA;qid=Q27279046"")"
CBR-001-571-141-8,RFM-000-173-0,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,PAEZRCINULFAGO,BN 80245,Axon Medchem,1687,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/PAEZRCINULFAGO;qid=Q27256291"")"
CBR-050-191-872-5,RFM-000-091-9,NC(=O)[C@@H]1CC[C@H](c2ccc(OCc3ccccc3F)cc2)N1,JESCETIFNOFKEU,CNV-1014802,Axon Medchem,2548,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JESCETIFNOFKEU;qid=Q18386159"")"
CBR-001-570-994-1,RFM-000-026-0,Nc1nc2c(cnn2CCCc2ccc(O)cc2)c2nc(-c3ccco3)nn12,AXDUXMMFIPBLRQ,Integrity 250365,Axon Medchem,2283,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/AXDUXMMFIPBLRQ;qid=nan"")"
CBR-001-572-331-6,RFM-000-076-0;RFM-001-262-4,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cccc3c2OCC3)C1,SKMVRXPBCSTNKE,Odapipam acetate,Axon Medchem,1405,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/SKMVRXPBCSTNKE;qid=Q27269506"")"
CBR-001-571-147-4,RFM-000-179-6,C1Cc2[nH]nc(-c3nnn[nH]3)c2C1,LTQYSJKGRPGMPO,MK-0354,Axon Medchem,1576,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/LTQYSJKGRPGMPO;qid=Q27086679"")"
CBR-001-571-139-4,RFM-000-171-8,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,NXMZBNYLCVTRGB,GW-406381,Axon Medchem,1974,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/NXMZBNYLCVTRGB;qid=Q27263044"")"
CBR-001-571-157-6,RFM-000-189-8,CC1(NC2=NS(=O)(=O)c3sc(Cl)cc3N2)CC1,KYSFUHHFTIGRJN,NN-414,Axon Medchem,1647,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KYSFUHHFTIGRJN;qid=Q27294341"")"
CBR-001-571-049-3,RFM-000-081-7,COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,HXTGXYRHXAGCFP,Volinanserin,Axon Medchem,1103,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/HXTGXYRHXAGCFP;qid=Q27270718"")"
CBR-001-570-988-3,RFM-000-020-4,OCc1ccccc1O,CQRYARSYNCAZFO,SALICYL ALCOHOL,Bepharm,B23052,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/CQRYARSYNCAZFO;qid=Q411687"")"
CBR-050-265-106-1,RFM-000-191-2,O=c1[nH]cnc2[nH]ncc12,OFCNXPDARWKPPY,Allopurinol,Sigma-Aldrich,A8003,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OFCNXPDARWKPPY;qid=Q82598015"")"
CBR-001-571-005-1,RFM-000-037-3,CC(O)C(N)C(=O)O,AYFVYJQAPQTCCC,"threonine, Indevus",Bepharm,B31226,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/AYFVYJQAPQTCCC;qid=Q27117433"")"
CBR-001-571-007-3,RFM-000-039-5,N=C1NCCC(C2NC(=O)/C(=C/NC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC(=O)C(CO)NC(=O)C(N)CNC2=O)N1,JNIIDKODPGHQSS,CAPREOMYCIN SULFATE,Bosche Scientific,C2304,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/JNIIDKODPGHQSS;qid=Q81981813"")"
CBR-001-571-072-2,RFM-000-104-7,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,GNBHRKFJIUUOQI,Fluorescein sodium,Chem-Impex,962,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/GNBHRKFJIUUOQI;qid=Q410922"")"
CBR-050-297-677-4,RFM-000-004-4,O=C(O)c1cc(O)c(O)c(O)c1,LNTHITQWFMADLM,gallic acid,ChemSpace,T0877,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/LNTHITQWFMADLM;qid=Q82870767"")"
CBR-001-571-108-7,RFM-000-140-1,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,LEHOTFFKMJEONL,Uric acid,Chem-Impex,1935,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/LEHOTFFKMJEONL;qid=Q82475609"")"
CBR-001-571-038-0,RFM-000-070-4,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,XSIOKTWDEOJMGG,Acriflavine,Chem-Impex,22916,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XSIOKTWDEOJMGG;qid=Q27128060"")"
CBR-001-571-100-9,RFM-000-132-1,O=c1nc[nH]c2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,IWKXDMQDITUYRK,forodesine hydrochloride,ChemScene,CS-3780,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/IWKXDMQDITUYRK;qid=Q410040"")"
CBR-001-571-063-1,RFM-000-095-3,CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,DFQGDHBGRSTTHX,fiboflapon,ChemScene,CS-3604,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/DFQGDHBGRSTTHX;qid=Q27294145"")"
CBR-001-844-189-9,RFM-000-030-6,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,OBMJQRLIQQTJLR,Aldoxorubicin,Adooq Bioscience,A12326,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/OBMJQRLIQQTJLR;qid=Q19903239"")"
CBR-001-571-033-5,RFM-000-065-7,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,KUQWGLQLLVFLSM,Vaniprevir,ChemScene,CS-0340,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/KUQWGLQLLVFLSM;qid=Q7914945"")"
CBR-001-571-060-8,RFM-000-092-0,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,XOZIUKBZLSUILX,Desoxyepothilone B,ChemScene,CS-0655,plated and available for follow-up,"=HYPERLINK(""https://reframedb.org//compound_data/XOZIUKBZLSUILX;qid=Q104201204"")"
